,Gender,Age_Group,City,Smart_Phone,Tablet,Commuting_Mode,Commuting_Time,Commuting_Time_Minutes,No_of_Books_read_in_a_year,No_of_Books_read_in_a_year_Number,Start_Time_Slots,Event_Duration_Minutes_2_Weeks,Event_Duration_Minutes_3_Weeks,Event_Duration_Minutes_5_Weeks,Device_Type,Product_Running_Time,Completion_Rate_2_Weeks,Completion_Rate_5_Weeks,Genre,Subscription_Type,Membership_Duration,Average_Listening_Speed,Number_of_Audiobooks_Completed,Number_of_Audiobooks_Completed_Buckets,Number_of_Audiobooks_Purchased,Number_of_Audiobooks_Purchased_Buckets,Preferred_Listening_Time,Listening_Context,Listening_Device_Preference,Language_Preference,Accessibility_Features_Use,Download_vs_Streaming,Time_Spent_Browsing,Time_Spent_Browsing_Buckets,Genre_Exploration,Top 100 in Respective Genre,Product_Name,Publisher_Name,Product_Narrator,Number_Narrator,Repeat_Listening,Ratings_Given,Reviews_Written,Recommendations_Followed,Social_Sharing,Users_Retained_5Weeks,Engagement_Rate,Listening_Speed_Numeric
699,Female,31 - 35 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Late_Evening_Night,1.0,215.0,216.0,Audible for Android,516,0.0,42.0,Education & Teaching,Monthly,2,2x,92,61 - 100 Books,88,61 - 100 Books,Afternoon,Working,PC,English,False,Download,20,11- 30 Minutes,1,Not in Top 100,"Big Data: A Revolution That Will Transform How We Live, Work, and Think (Unabridged)",Recorded Books,Jonathan Hogan,1,True,4,False,False,True,0,0.5111111111111111,2.0
700,Male,25 - 30 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,7 - 12 books,9,Afternoon_Early_Evening,9.0,9.0,19.0,Audible for iPhone (1000),927,1.0,2.0,Literature & Fiction,Per-book,16,2x,24,11- 30 Books,63,61 - 100 Books,Afternoon,Commuting,PC,Spanish,True,Download,93,61 - 100 Minutes,2,Not in Top 100,Royal Seduction (Unabridged),Audible Studios,Melissa Reizian Frank,1,False,5,False,True,True,0,0.27586206896551724,2.0
701,Do not wish to answer,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,1 book,1,Afternoon_Early_Evening,14.0,12.0,26.0,Audible for Android,1181,1.0,2.0,Children's Audiobooks,Monthly,6,1.5x,24,11- 30 Books,86,61 - 100 Books,Afternoon,Commuting,PC,French,True,Download,117,More than 100 Minutes,1,Not in Top 100,Little Women (Unabridged),Recorded Books,Barbara Caruso,1,True,3,False,False,False,0,0.21818181818181817,1.5
702,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Afternoon_Early_Evening,2.0,1.0,3.0,Audible for Android,1482,0.0,0.0,Biographies & Memoirs,Per-book,9,1.5x,2,Less than 10,60,31 - 60 Books,Afternoon,Commuting,Smartphone,Spanish,False,Streaming,116,More than 100 Minutes,3,Not in Top 100,Stay Hungry Stay Foolish (Unabridged),Audible Studios,Shaheen Khan,1,True,1,False,True,False,0,0.03225806451612903,1.5
703,Male,31 - 35 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Late_Evening_Night,3.0,3.0,6.0,Audible for Android,23,13.0,26.0,Children's Audiobooks,Per-book,46,1.5x,44,31 - 60 Books,16,11- 30 Books,Afternoon,Exercising,PC,French,False,Download,103,More than 100 Minutes,1,Not in Top 100,The Ugly Duckling (Unabridged),Jimcin Recordings,"Walter Zimmerman, Jack Benson",2,False,5,True,False,False,0,0.7333333333333333,1.5
704,Male,31 - 35 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,Less than 15 mins,15,7 - 12 books,9,Late_Night_Early_Morning,1.0,25.0,26.0,Audible for Android,2207,0.0,1.0,Literature & Fiction,Yearly,27,1.75x,83,61 - 100 Books,53,31 - 60 Books,Evening,Relaxing,Tablet,English,True,Download,64,61 - 100 Minutes,9,Not in Top 100,The Wealth of Nations (Unabridged),Tantor Audio,Gildart Jackson,1,True,3,True,False,True,0,0.6102941176470589,1.75
705,Male,25 - 30 years,Chennai,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Late_Night_Early_Morning,2.0,2.0,3.0,Audible for Android,144,1.0,2.0,Religion & Spirituality,Yearly,1,2x,39,31 - 60 Books,47,31 - 60 Books,Night,Exercising,PC,German,False,Download,4,Less than 10 Minutes,6,Not in Top 100,The Guiding Light. A Selection of Quotations from My Favourite Books (Unabridged),Audible Studios,Sam Dastor,1,True,4,False,True,True,0,0.45348837209302323,2.0
706,Female,31 - 35 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Afternoon_Early_Evening,1.0,0.0,1.0,Audible for Android,58,2.0,2.0,Literature & Fiction,Monthly,31,1.5x,21,11- 30 Books,75,61 - 100 Books,Evening,Relaxing,Smart Speaker,English,True,Streaming,18,11- 30 Minutes,5,Not in Top 100,The Puppy Problem: The Nancy Drew Notebooks (Unabridged),Recorded Books,Nancy Wu,1,True,2,False,True,True,0,0.21875,1.5
707,Male,18 - 24 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Morning,7.0,4.0,10.0,Audible for Android,581,1.0,2.0,Mysteries & Thrillers,Yearly,58,1.5x,60,31 - 60 Books,91,61 - 100 Books,Night,Commuting,Smartphone,Other,False,Download,119,More than 100 Minutes,1,Not in Top 100,Strangers on a Train (Unabridged),"Blackstone Audio, Inc.",Bronson Pinchot,1,False,1,False,True,True,0,0.3973509933774834,1.5
708,Male,18 - 24 years,Bangalore,Both Phones,Android Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Afternoon_Early_Evening,2.0,2.0,3.0,Audible for Android,544,0.0,1.0,Literature & Fiction,Yearly,43,1x,51,31 - 60 Books,55,31 - 60 Books,Evening,Exercising,Smart Speaker,English,True,Download,32,31 - 60 Minutes,3,Not in Top 100,Paradise Lost (Unabridged),"Blackstone Audio, Inc.",Ralph Cosham,1,True,3,False,True,False,0,0.4811320754716981,1.0
709,Male,25 - 30 years,Bangalore,Both Phones,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Late_Evening_Night,15.0,2.0,17.0,Audible for iPhone (1000),637,2.0,3.0,Lifestyle,Yearly,21,1.5x,91,61 - 100 Books,51,31 - 60 Books,Morning,Exercising,Smartphone,Other,False,Download,66,61 - 100 Minutes,5,Not in Top 100,"Beat the Heart Attack Gene: The Revolutionary Plan to Prevent Heart Disease, Stroke, and Diabetes (Unabridged)",Tantor Audio,Bob Souer,1,True,5,False,False,True,0,0.6408450704225352,1.5
710,Male,31 - 35 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Late_Evening_Night,1.0,1.0,3.0,Audible for Android,348,0.0,1.0,Literature & Fiction,Per-book,52,2x,38,31 - 60 Books,77,61 - 100 Books,Night,Exercising,Tablet,English,False,Download,64,61 - 100 Minutes,7,Not in Top 100,"Life Is What You Make It. A story of love, hope and how determination can overcome even destiny (Unabridged)",Audible Studios,Smita Singh,1,True,2,False,False,False,0,0.33043478260869563,2.0
711,Male,25 - 30 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,2 - 4 books,3,Late_Evening_Night,23.0,95.0,118.0,Audible for iPhone (1000),873,3.0,14.000000000000002,Social Sciences,Per-book,53,2x,9,Less than 10,90,61 - 100 Books,Morning,Exercising,PC,German,False,Download,6,Less than 10 Minutes,7,Not in Top 100,Mossad: The Greatest Missions of the Israeli Secret Service (Unabridged),"Blackstone Audio, Inc.",Benjamin Isaac,1,False,3,False,False,False,0,0.09090909090909091,2.0
712,Male,31 - 35 years,Hyderabad,Both Phones,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,0,0,Late_Evening_Night,45.0,22.0,66.0,Audible for iPhone (1000),355,13.0,19.0,Social Sciences,Monthly,46,1x,59,31 - 60 Books,69,61 - 100 Books,Morning,Working,Smart Speaker,French,False,Download,13,11- 30 Minutes,2,Not in Top 100,Chariots of the Gods (Unabridged),Tantor Audio,William Dufris,1,False,4,False,True,False,0,0.4609375,1.0
713,Male,18 - 24 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Late_Evening_Night,1.0,1.0,3.0,Audible for iPhone (1000),160,1.0,2.0,Religion & Spirituality,Monthly,42,2x,95,61 - 100 Books,9,Less than 10,Morning,Exercising,Smartphone,French,False,Download,27,11- 30 Minutes,7,In top 100,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,1,True,1,False,False,False,0,0.9134615384615384,2.0
714,Male,31 - 35 years,Hyderabad,Both Phones,Both Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Late_Evening_Night,1.0,8.0,9.0,Audible for Android,292,0.0,3.0,Literature & Fiction,Monthly,32,1.5x,4,Less than 10,44,31 - 60 Books,Afternoon,Commuting,Smartphone,Spanish,True,Download,62,61 - 100 Minutes,4,Not in Top 100,The Great Gatsby (Unabridged),Audible Studios,Jake Gyllenhaal,1,False,3,True,True,True,0,0.08333333333333333,1.5
715,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,More than 12 books,13,Late_Evening_Night,2.0,39.0,41.0,Audible for Android,1426,0.0,3.0,Business & Money,Monthly,37,2x,55,31 - 60 Books,52,31 - 60 Books,Morning,Working,Smartphone,German,False,Download,6,Less than 10 Minutes,8,Not in Top 100,"Basic Economics, Fifth Edition: A Common Sense Guide to the Economy","Blackstone Audio, Inc.",Tom Weiner,1,False,2,True,True,False,0,0.514018691588785,2.0
716,Male,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Late_Night_Early_Morning,11.0,1.0,12.0,Audible for iPhone (1000),506,2.0,2.0,Business & Money,Per-book,12,1x,31,31 - 60 Books,17,11- 30 Books,Evening,Relaxing,Smartphone,Spanish,False,Download,112,More than 100 Minutes,2,Not in Top 100,It Happened in India (Unabridged),Audible Studios,Shantiraj,1,False,4,False,True,True,0,0.6458333333333334,1.0
717,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,2 - 4 books,3,Morning,4.0,4.0,8.0,Audible for Android,292,1.0,3.0,Literature & Fiction,Yearly,32,1.5x,37,31 - 60 Books,69,61 - 100 Books,Afternoon,Relaxing,Tablet,French,True,Streaming,117,More than 100 Minutes,6,Not in Top 100,The Great Gatsby (Unabridged),Audible Studios,Jake Gyllenhaal,1,True,4,True,True,False,0,0.3490566037735849,1.5
718,Male,18 - 24 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,More than 12 books,13,Afternoon_Early_Evening,1.0,1.0,1.0,Audible for Android,180,1.0,1.0,Biographies & Memoirs,Yearly,33,2x,19,11- 30 Books,66,61 - 100 Books,Morning,Relaxing,Tablet,French,False,Streaming,84,61 - 100 Minutes,6,Not in Top 100,Seven Years in Tibet,Bantam Doubleday Dell Audio,Tim Pigott-Smith,1,False,5,False,True,True,0,0.2235294117647059,2.0
719,Male,18 - 24 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,1 book,1,Late_Evening_Night,1.0,1.0,1.0,Audible for Android,212,0.0,0.0,Biographies & Memoirs,Yearly,56,1.75x,85,61 - 100 Books,7,Less than 10,Evening,Relaxing,Smart Speaker,Spanish,False,Download,33,31 - 60 Minutes,7,Not in Top 100,Pichai. The Future of Google (Unabridged),Audible Studios,Reuel Ferreira,1,True,3,True,True,True,0,0.9239130434782609,1.75
720,Female,31 - 35 years,Pune,Android,No Tablet,Others,Less than 15 mins,15,7 - 12 books,9,Afternoon_Early_Evening,4.0,20.0,25.0,Audible for Android,208,2.0,12.0,Business & Money,Yearly,39,1.5x,45,31 - 60 Books,2,Less than 10,Morning,Commuting,Tablet,Other,False,Download,52,31 - 60 Minutes,8,In top 100,"How I Made $2,000,000 in the Stock Market (Unabridged)",BN Publishing,Jason McCoy,1,False,2,True,True,True,0,0.9574468085106383,1.5
721,Male,18 - 24 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,2 - 4 books,3,Late_Evening_Night,3.0,3.0,7.0,Audible for Android,356,1.0,2.0,Literature & Fiction,Monthly,13,1.25x,69,61 - 100 Books,98,61 - 100 Books,Night,Exercising,Smartphone,German,True,Download,96,61 - 100 Minutes,6,Not in Top 100,Star Wars (Dramatized),"HighBridge, a division of Recorded Books","Mark Hamill, Anthony Daniels",2,False,4,False,False,True,0,0.41317365269461076,1.25
722,Male,36 - 40 years,Bangalore,IOS,IOS Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Late_Evening_Night,0.0,0.0,1.0,Audible for iPad,48,0.0,2.0,Literature & Fiction,Monthly,18,1.5x,51,31 - 60 Books,41,31 - 60 Books,Evening,Commuting,PC,French,False,Download,22,11- 30 Minutes,2,Not in Top 100,"Ready, Freddy: Homework Hassles (Unabridged)",Scholastic Audio,Fred Berman,1,False,4,True,False,True,0,0.5543478260869565,1.5
723,Male,18 - 24 years,Hyderabad,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Morning,12.0,3.0,15.0,Audible for Android,3433,0.0,0.0,Social Sciences,Monthly,16,1.75x,53,31 - 60 Books,36,31 - 60 Books,Morning,Working,Smart Speaker,German,False,Streaming,57,31 - 60 Minutes,6,Not in Top 100,The Rise and Fall of the Third Reich: A History of Nazi Germany (Unabridged),"Blackstone Audio, Inc.",Grover Gardner,1,False,3,False,False,True,0,0.5955056179775281,1.75
724,Male,31 - 35 years,Chennai,Android,No Tablet,Public Transport,16 mins - 1 hour,38,2 - 4 books,3,Late_Night_Early_Morning,0.0,6.0,6.0,Audible for Android,245,0.0,2.0,Religion & Spirituality,Yearly,17,2x,1,Less than 10,52,31 - 60 Books,Night,Exercising,Smart Speaker,French,False,Streaming,107,More than 100 Minutes,4,Not in Top 100,7 Secrets of Vishnu. The Hindu Trinity Series (Unabridged),Audible Studios,Sagar Arya,1,True,5,False,True,True,0,0.018867924528301886,2.0
725,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,2 - 4 books,3,Morning,3.0,3.0,6.0,Audible for Android,679,0.0,1.0,Literature & Fiction,Monthly,20,1.25x,55,31 - 60 Books,42,31 - 60 Books,Night,Commuting,Smartphone,Other,False,Download,67,61 - 100 Minutes,2,Not in Top 100,The Legends of King Arthur and His Knights (Unabridged),Audible Studios,Eric Brooks,1,True,2,False,True,True,0,0.5670103092783505,1.25
726,Female,18 - 24 years,Bangalore,Android,No Tablet,Public Transport,16 mins - 1 hour,38,More than 12 books,13,Late_Night_Early_Morning,8.0,1.0,9.0,Audible for Android,38,21.0,24.0,Arts & Entertainment,Per-book,23,2x,71,61 - 100 Books,3,Less than 10,Evening,Commuting,PC,Spanish,False,Streaming,48,31 - 60 Minutes,3,Not in Top 100,Leadership Lessons of Steve Jobs (Unabridged),Harvard Business School,Todd Mundt,1,False,2,True,False,False,0,0.9594594594594594,2.0
727,Female,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,7 - 12 books,9,Late_Evening_Night,5.0,5.0,9.0,Audible for Android,471,1.0,2.0,Parenting & Relationships,Monthly,38,1.25x,84,61 - 100 Books,72,61 - 100 Books,Night,Commuting,Smart Speaker,French,True,Download,99,61 - 100 Minutes,9,Not in Top 100,The Five Things We Cannot Change....: And the Happiness We Find by Embracing Them (Unabridged),Audible Studios,Tom Pile,1,False,4,True,True,False,0,0.5384615384615384,1.25
728,Male,18 - 24 years,Pune,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Late_Night_Early_Morning,27.0,27.0,55.0,Audible for Android,144,19.0,38.0,Religion & Spirituality,Yearly,4,2x,93,61 - 100 Books,6,Less than 10,Night,Exercising,Smart Speaker,German,False,Streaming,108,More than 100 Minutes,5,Not in Top 100,The Guiding Light. A Selection of Quotations from My Favourite Books (Unabridged),Audible Studios,Sam Dastor,1,False,4,True,False,True,0,0.9393939393939394,2.0
729,Male,25 - 30 years,Chennai,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Morning,10.0,10.0,21.0,Audible for Android,559,2.0,4.0,Biographies & Memoirs,Per-book,23,1.75x,16,11- 30 Books,66,61 - 100 Books,Morning,Working,PC,English,False,Streaming,107,More than 100 Minutes,2,Not in Top 100,Confessions of an Economic Hitman (Unabridged),"Blackstone Audio, Inc.",Brian Emerson,1,False,3,True,True,False,0,0.1951219512195122,1.75
730,Female,31 - 35 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,More than 12 books,13,Late_Evening_Night,26.0,30.0,56.0,Audible for iPhone (1000),470,6.0,12.0,Religion & Spirituality,Yearly,37,1x,5,Less than 10,63,61 - 100 Books,Morning,Commuting,PC,German,True,Download,46,31 - 60 Minutes,3,Not in Top 100,The Gita for Children (Unabridged),Audible Studios,Sagar Arya,1,False,3,False,True,True,0,0.07352941176470588,1.0
731,Male,31 - 35 years,Bangalore,IOS,No Tablet,walk,16 mins - 1 hour,38,2 - 4 books,3,Late_Evening_Night,8.0,8.0,16.0,Audible for iPhone (1000),160,5.0,10.0,Parenting & Relationships,Yearly,32,1.75x,43,31 - 60 Books,17,11- 30 Books,Evening,Commuting,Smart Speaker,French,True,Streaming,32,31 - 60 Minutes,1,Not in Top 100,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,1,True,1,True,True,True,0,0.7166666666666667,1.75
732,Male,18 - 24 years,Bangalore,Both Phones,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,More than 12 books,13,Late_Evening_Night,2.0,2.0,3.0,Audible for Android,23,9.0,13.0,Children's Audiobooks,Per-book,49,2x,63,61 - 100 Books,43,31 - 60 Books,Night,Working,Tablet,Other,True,Streaming,6,Less than 10 Minutes,7,Not in Top 100,The Ugly Duckling (Unabridged),Jimcin Recordings,"Walter Zimmerman, Jack Benson",2,False,1,True,False,True,0,0.5943396226415094,2.0
733,Male,36 - 40 years,Delhi,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,More than 12 books,13,Late_Evening_Night,5.0,5.0,10.0,Audible for iPhone (1000),160,3.0,6.0,Religion & Spirituality,Monthly,40,1.75x,9,Less than 10,77,61 - 100 Books,Evening,Exercising,PC,Spanish,False,Streaming,37,31 - 60 Minutes,5,In top 100,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,1,False,2,True,False,False,0,0.10465116279069768,1.75
734,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,Less than 15 mins,15,2 - 4 books,3,Morning,2.0,62.0,64.0,Audible for Android,24,8.0,100.0,Biographies & Memoirs,Per-book,51,1.5x,73,61 - 100 Books,79,61 - 100 Books,Evening,Working,Smartphone,Other,False,Streaming,52,31 - 60 Minutes,6,Not in Top 100,The Innovators DNA (Harvard Business Review) (Unabridged),Harvard Business School,Todd Mundt,1,False,5,False,False,True,1,0.48026315789473684,1.5
735,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,375,0.0,0.0,Literature & Fiction,Yearly,14,1x,29,11- 30 Books,90,61 - 100 Books,Night,Relaxing,PC,French,False,Streaming,59,31 - 60 Minutes,4,Not in Top 100,Interpreter of Maladies (Unabridged),"HighBridge, a division of Recorded Books",Matilda Novak,1,True,3,False,False,False,0,0.24369747899159663,1.0
736,Male,18 - 24 years,Pune,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,5 - 6 books,5,Morning,16.0,7.0,23.0,Audible for Android,160,10.0,14.000000000000002,Religion & Spirituality,Monthly,20,1.25x,54,31 - 60 Books,48,31 - 60 Books,Morning,Relaxing,Tablet,German,True,Streaming,99,61 - 100 Minutes,6,In top 100,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,1,False,4,True,True,True,0,0.5294117647058824,1.25
737,Female,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Afternoon_Early_Evening,5.0,5.0,10.0,Audible for iPhone (1000),144,3.0,7.000000000000001,Religion & Spirituality,Per-book,20,1.25x,48,31 - 60 Books,47,31 - 60 Books,Morning,Exercising,Tablet,German,False,Streaming,118,More than 100 Minutes,7,Not in Top 100,The Guiding Light. A Selection of Quotations from My Favourite Books (Unabridged),Audible Studios,Sam Dastor,1,False,4,True,False,False,0,0.5052631578947369,1.25
738,Female,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Morning,30.0,6.0,36.0,Audible for iPhone (1000),160,19.0,22.0,Religion & Spirituality,Monthly,36,1x,74,61 - 100 Books,11,11- 30 Books,Night,Commuting,Smartphone,Other,True,Download,109,More than 100 Minutes,3,In top 100,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,1,False,4,True,True,False,0,0.8705882352941177,1.0
739,Male,31 - 35 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Morning,2.0,2.0,4.0,Audible for Android,144,1.0,3.0,Religion & Spirituality,Monthly,40,1x,12,11- 30 Books,88,61 - 100 Books,Night,Commuting,Tablet,French,False,Download,76,61 - 100 Minutes,5,Not in Top 100,The Guiding Light. A Selection of Quotations from My Favourite Books (Unabridged),Audible Studios,Sam Dastor,1,False,2,True,False,False,0,0.12,1.0
740,Male,31 - 35 years,Delhi,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Afternoon_Early_Evening,1.0,1.0,2.0,Audible for Android,1118,0.0,0.0,Biographies & Memoirs,Yearly,3,1x,67,61 - 100 Books,54,31 - 60 Books,Evening,Commuting,Tablet,Spanish,True,Streaming,60,31 - 60 Minutes,2,Not in Top 100,An Autobiography: The Story of My Experiments with Truth (Unabridged),"Blackstone Audio, Inc.",Bill Wallace,1,True,5,False,False,True,0,0.5537190082644629,1.0
741,Male,31 - 35 years,Mumbai,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,2 - 4 books,3,Late_Evening_Night,1.0,1.0,2.0,Audible for iPhone (1000),365,0.0,1.0,Parenting & Relationships,Yearly,1,2x,98,61 - 100 Books,29,11- 30 Books,Night,Commuting,PC,Other,True,Download,81,61 - 100 Minutes,6,In top 100,The Power of Your Subconscious Mind,"Big Happy Family, LLC",Jason McCoy,1,True,4,False,False,True,0,0.7716535433070866,2.0
742,Male,18 - 24 years,Hyderabad,Android,No Tablet,3 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Afternoon_Early_Evening,2.0,2.0,4.0,Audible for Android,144,1.0,3.0,Religion & Spirituality,Per-book,21,1.75x,10,Less than 10,57,31 - 60 Books,Morning,Working,Smart Speaker,English,False,Streaming,71,61 - 100 Minutes,3,Not in Top 100,The Guiding Light. A Selection of Quotations from My Favourite Books (Unabridged),Audible Studios,Sam Dastor,1,False,5,False,True,True,0,0.14925373134328357,1.75
743,Male,25 - 30 years,Hyderabad,Both Phones,Both Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Late_Evening_Night,4.0,4.0,7.0,Audible for iPhone (1000),160,2.0,4.0,Religion & Spirituality,Per-book,33,1.5x,13,11- 30 Books,28,11- 30 Books,Night,Relaxing,Smartphone,French,True,Streaming,73,61 - 100 Minutes,1,In top 100,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,1,True,1,True,True,False,0,0.3170731707317073,1.5
744,Female,18 - 24 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Afternoon_Early_Evening,12.0,2.0,15.0,Audible for Android,1150,1.0,1.0,Literature & Fiction,Monthly,41,1.25x,75,61 - 100 Books,91,61 - 100 Books,Afternoon,Commuting,Smart Speaker,Spanish,True,Streaming,4,Less than 10 Minutes,7,Not in Top 100,Jane Eyre (Unabridged),Audible Studios,Thandie Newton,1,False,2,True,True,False,0,0.45180722891566266,1.25
745,Male,31 - 35 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,2 - 4 books,3,Morning,14.0,20.0,34.0,Audible for iPhone (1000),365,4.0,9.0,Parenting & Relationships,Per-book,8,1.75x,29,11- 30 Books,19,11- 30 Books,Afternoon,Commuting,Smart Speaker,Spanish,False,Streaming,83,61 - 100 Minutes,2,In top 100,The Power of Your Subconscious Mind,"Big Happy Family, LLC",Jason McCoy,1,True,3,False,True,False,0,0.6041666666666666,1.75
746,Female,25 - 30 years,Hyderabad,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,5 - 6 books,5,Late_Evening_Night,3.0,3.0,7.0,Audible for Android,348,1.0,2.0,Literature & Fiction,Monthly,57,1.75x,66,61 - 100 Books,3,Less than 10,Morning,Commuting,Smart Speaker,Spanish,False,Download,53,31 - 60 Minutes,6,Not in Top 100,"Life Is What You Make It. A story of love, hope and how determination can overcome even destiny (Unabridged)",Audible Studios,Smita Singh,1,False,1,False,False,False,0,0.9565217391304348,1.75
747,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,118,0.0,1.0,Parenting & Relationships,Yearly,21,1x,50,31 - 60 Books,44,31 - 60 Books,Evening,Exercising,Smart Speaker,Other,True,Download,119,More than 100 Minutes,5,Not in Top 100,The Game of Life and How to Play It (Unabridged),ABN,Dixie Glassman,1,False,5,False,False,True,0,0.5319148936170213,1.0
748,Male,25 - 30 years,Hyderabad,Both Phones,Android Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Afternoon_Early_Evening,3.0,3.0,5.0,Audible for iPhone (1000),72,4.0,7.000000000000001,Business & Money,Monthly,2,1.5x,95,61 - 100 Books,77,61 - 100 Books,Evening,Exercising,Smart Speaker,Spanish,True,Streaming,73,61 - 100 Minutes,9,Not in Top 100,21 Success Secrets of Self-Made Millionaires,Brian Tracy International Inc.,Brian Tracy,1,True,4,True,False,True,0,0.5523255813953488,1.5
